OBJECTID,CAPTURE_ACCURACY,EQUIPMENT,DESCRIPTION,STATUS,OBJECT_TYPE_DESCRIPTION,Shape__Length,GlobalID
194,5,100031428,MARTINS BAY TK,OPEN,Short Walk,253.663448653778,c9f7db97-8116-41a4-8a68-0792aa8c5a65
195,6,100031429,WAIOTEMARAMA LOOP TRACK (SST),OPEN,Short Walk,511.197536949723,bf557a20-5783-4657-95c2-835fbd7b3d09
196,2,100031430,TE MATUA NGAHERE TK,OPEN,Short Walk,669.976708606157,84d02606-478f-4919-9eb6-6d8c8a39ea8c
197,2,100031431,YAKAS TREE,CLSD,Short Walk,1482.18220514643,88d06098-3d1f-4803-900f-b4b80fb70fc8
198,2,100031433,"RICKERS TK, WAIPOUA FOREST",CLSD,Short Walk,141.778250007685,b1264790-8ad9-4b50-bf8c-4569448285da
199,2,100031435,PAKOTAI TK,OPEN,Walking Track,81.6902574298345,58de0aed-f179-4475-a214-cc6d73de3986
200,6,100031436,MANGATOATOA TK JNC TO MAKAKOERE HUT TK,OPEN,Route,11940.4351466189,2012ee32-0753-4b7f-9210-f2befb7574ac
201,6,100031438,MANGATOATOA TK JUNCTN TO SIX FOOT TK JUN,OPEN,Route,5901.61838318695,a090c168-d0cb-4f71-97e9-4f934ea87ed0
202,2,100031439,WAIKARE RIVER TO OHANE STM TK,OPEN,Tramping Track,2869.45937983286,687df75a-e363-47b6-a683-78f5e7484fbd
203,2,100031440,WAIKARE ROUTE - OTANETEA HUT TO WAIKARE,OPEN,Route,7518.25358354007,5885c299-bf56-408c-afc2-80da5fb0851c
204,2,100031441,APITI/WAIPOTIKI TK - PUKAWA STM TO APITI,OPEN,Route,5595.53952610443,9f969528-5377-4860-b0f7-96415876ca31
205,6,100031442,APITI/WAIPOTIKI TK - APITI HUT TO SADDLE,OPEN,Route,3297.61762353749,5c335cfd-2788-4566-9f51-47e30b0acd1f
206,6,100031443,EAST-WEST- MANGATUTARA HUT 2 Motu river,OPEN,Route,17170.1441641464,d96d4b1c-cd06-4a03-b33a-ffaa89d3949d
207,6,100031444,EAST-WEST- PUKETOETOE RD to Motu River,OPEN,Route,17603.33515417,7e636a3b-0e7b-43d8-9e17-1bf912966333
208,2,100031445,Twilight/Te Werahi Loop Track (Icon),OPEN,Tramping Track,14929.4025799599,bc3686b9-1fda-4a22-9683-a3ab1b24a9e3
209,5,100031446,Twilight to Scott's Point Track (Icon),OPEN,Tramping Track,6373.7315024715,f26f9634-25f1-4bb4-8d39-978d4deab8ef
210,2,100031461,Wharauroa Route,OPEN,Tramping Track,3101.22814668947,7d967ee1-b794-4bef-acc4-b9579a22775b
211,2,100031464,"Waikuku Track, Te Kauri Park",OPEN,Tramping Track,1665.56486814683,abb2d50f-dc7c-43e5-ac53-0048e2d5f26a
212,2,100031465,"Fort Route, Te Kauri Park",OPEN,Tramping Track,1419.95341295467,69d98508-5e0f-4b8d-aa66-aa39aad25dd9
213,2,100031466,"Tourist Loop Track ""Gavin O'Keefe Walk""",OPEN,Tramping Track,694.187645342008,464995d5-d60e-462b-af90-61d5c5846fae
214,2,100031467,"Medium Gorge Route, Te Kauri Park",OPEN,Tramping Track,2722.77445863804,61ca9703-6aba-4bdf-946e-b1aa6bd7fb88
215,2,100031468,Deversons Route,OPEN,Tramping Track,2092.66955027914,c6b8ebe1-1d79-43ed-988f-a590f0762a6f
216,2,100031482,KAHIKATEA SHORT WALK,OPEN,Short Walk,713.336857538388,cc67e017-5016-41cf-b4a2-0efe6ae8cb81
217,6,100031483,KAUAERANGA NATURE SHORT WALK,OPEN,Short Walk,465.167774230649,b9b93df4-6446-4be8-b6dd-8f8216ea57e8
218,2,100031485,OUTLOOK 76 SHORT WALK,OPEN,Short Walk,1134.09650902336,f6f7afdd-68ae-4d40-8b73-3490e1c5eba6
219,2,100031486,EDWARDS LOOKOUT SHORT WALK,OPEN,Short Walk,597.593568609049,a7282540-c760-4b5c-be99-4e207c6f6705
220,3,100031487,WEBB CREEK TO HYDRO CAMP TK,OPEN,Walking Track,3584.63202809471,be1656f5-4106-4c29-805e-0750efb57290
221,4,100031488,HYDRO CAMP TO PINNACLES HUT TK,OPEN,Walking Track,2567.92453974977,5fd9fb72-41a5-4c82-85ff-1282ef540b66
222,4,100031489,BILLYGOAT WALK -(HYDRO -KAUAERANGA RD),OPEN,Walking Track,6337.40194259904,50436426-770c-461c-9116-75c2fe60307f
223,2,100031491,ROCKY'S WALK TO TINKER'S GULLY,OPEN,Walking Track,3940.18211049279,761dd6c3-819f-4029-a09e-1e7f1bf232d6
224,3,100031492,SQUARE KAURI SHORT WALK,OPEN,Short Walk,89.8950158979152,2701432a-a540-4ef3-b0f3-c8d3a62b8b66
225,6,100031780,Cann Gorge Hut - Ada Pass Track,OPEN,Easy Tramping Track,3759.12342631316,226a171e-5695-4720-831a-611cede3b8a4
226,2,100031781,St James Car Park - Cann Gorge Hut Track,OPEN,Easy Tramping Track,7168.92668351339,a5399392-6a32-4a30-ac79-a5fda4d42c05
227,2,100031782,Copland Trk - Crpk to Welcome Flat Hut,OPEN,Easy Tramping Track,15595.859708374,94e59e16-dea7-44f6-9ab1-d325f9caf90f
228,6,100031783,ANATOKI BEND TO ANATOKI FORKS HUT,OPEN,Tramping Track,7987.19025427162,dbde59b8-1cfd-45b4-9e01-c91090ed2adf
229,6,100031784,ANATOKI FORKS HUT TO YULETIDE PEAK,OPEN,Tramping Track,3173.46775287141,04d940cb-a5b7-4e4a-a15a-097ac1f3cfe0
230,6,100031785,ANATOKI ROADEND TO ANATOKI BEND,OPEN,Tramping Track,7247.38628195729,653aa3a3-323c-467e-96b7-913d4751db30
231,2,100031786,KILLDEVIL TRACK-CAR PARK TO RIDGETOP,OPEN,Tramping Track,6230.93216590137,522cddeb-173d-4155-ac20-f96349af9e33
232,6,100031789,CHAFFEY HUT TO FENELLA HUT,OPEN,Tramping Track,6801.54872396422,45d4e0a8-ed86-4a91-9072-407ee585d2a3
233,5,100031814,Neave Hut to Price Flat Hut Track,OPEN,Tramping Track,9051.32745146676,cc9584e3-beb2-46a3-9218-7c5bc28038a6
234,5,100031815,Price Flat Hut to Frew Hut Track,OPEN,Tramping Track,8821.63758710308,89012d32-b079-4298-8a43-1842fe0328c7
235,5,100031816,Whitcombe Pass to Neave Hut Track,OPEN,Tramping Track,4921.79065190678,567d379d-813b-4864-9a44-acd1e0d4b335
236,5,100031817,Dickie Spur Route,OPEN,Route,10577.9145982439,6b8b223e-2c3a-4ea5-a6d2-b832a32ebb3a
237,5,100031818,Hendes Crk to Hunters Hut,OPEN,Tramping Track,7307.72069978278,ef731957-dc91-4266-8834-8d70c179980b
238,5,100031819,Whataroa swingbridge to Butler Junction,OPEN,Tramping Track,9057.4471076423,fe7f968d-8b71-49b6-8bd8-8324c14ec92e
239,5,100031820,Butler River Track,OPEN,Tramping Track,5814.58730627425,dc68f4c1-d7c1-414e-b0e7-ffddced3b6fe
240,5,100031821,Nolans Hut to Redfield swingbridge,OPEN,Tramping Track,9458.4323653305,f93e91a7-78ce-4b4d-8cfc-ef2560d9b7e8
241,5,100031822,Whataroa swingbridge to Nolan's Hut,OPEN,Tramping Track,3884.38591573455,110d989f-cade-4b11-a3f1-7df3445a9f2a
242,2,100031823,Mt Fox route,OPEN,Route,3425.29966412605,8d06eb60-7f84-47d5-b9cb-a54dd17323ee
243,5,100031824,Copland Track - Douglas Rock Hut to Copl,OPEN,Route,6899.31681124176,fa7426a0-560d-4904-8d94-e6cf6b5d3fd2
244,1,100031825,Ross Goldfield Water Race Walkway,OPEN,Walking Track,1147.31689432793,68d0f2ed-2087-4113-871d-ed2eb127fdcb
245,6,100031826,Kaniere WRWW - Lake to Ward Road,OPEN,Walking Track,2909.66080282892,4198ba08-86ab-4f8c-a78e-deb7bf14f7ec
246,2,100031828,3 Mile Pack Track,OPEN,Walking Track,4055.02609995637,0e2f2524-486d-4bd2-9991-a58aebad6d29
247,2,100031829,Okarito trig walk,OPEN,Walking Track,853.226329422068,62a58aa6-1850-4af5-814a-99ea74eda317
248,5,100031830,Tatare Tunnels Walk,OPEN,Walking Track,1830.54352330238,b40401b0-b039-47dc-94b7-283a1099d07c
249,2,100031831,Gillespies Beach Miner's Tunnel Track CL,CLSD,Walking Track,705.070762123521,f55b0235-7e3a-4832-ba27-a017d9938fcc
250,1,100031832,L.Matheson Walk - Jetty to Lk Outlet,OPEN,Walking Track,2483.19747429701,e87b810a-739c-40ed-b449-37ec86253bd7
251,6,100031833,MAUD ISLAND GUN EMPLACEMENT TRACK.,OPEN,Walking Track,1499.15825042216,d3f3c646-7d68-411f-b52c-908dd929f7ce
252,2,100031836,SEAWARD DOWNS LOOP TK,OPEN,Walking Track,1199.97592568641,71a0cd4a-478c-45ea-af03-429b71926344
253,5,100031837,LAKE FORSTER ROUTE,OPEN,Track - historic,570.802171579031,0a233c84-1bc6-418c-a7b1-a5ce2351188a
254,5,100031838,CROOKED ARM TO DAGG SOUND TK,OPEN,Route,1313.18599208343,a91c2002-c648-4126-ab4e-3eb218681a18
255,5,100031839,BREAKSEA ISLAND BIODIVERSITY TRACK,OPEN,Route,100.43381760825,6582ba24-3d2e-4713-bf92-822012c75531
256,6,100031840,WAINGARO PEAK ROUTE,OPEN,Route,1022.1477471247,c75c1314-934a-4305-b272-2decc67f9e8f
257,2,100031841,Mt Arthur route,OPEN,Route,4484.56427964474,5dfd0c5e-83d5-414f-8835-ec64de955208
258,6,100031842,Gordons Pyramid route,OPEN,Route,6152.42487674587,a24ba0ab-fd20-40cf-a247-14853e06d86f
259,2,100031843,Mt Luna route (Stone Creek),OPEN,Route,2953.36891427896,7ac5112f-e10b-4301-aa27-15ceed6a852a
260,2,100031844,Biggs Tops route,OPEN,Route,5155.57744357601,79cfb92a-e350-4c03-8ee9-30c1774e6159
261,2,100031845,Matiri Tops route,OPEN,Route,845.566057466133,a0c66d2d-7fc4-4faf-b51a-edfcf5244b68
262,6,100031846,Lookout Range route,OPEN,Route,15390.914733528,b5e2489e-9aa7-4cea-941d-83ccd53dc82b
263,2,100031847,Mt Ellis bushline to Top Wairoa Hut,OPEN,Route,6002.60411341131,493055e1-0bd2-485d-a666-4dec83cdd6a9
264,2,100031848,Starveall Hut to Starveall Rd route,OPEN,Route,3420.96545994089,6fbc7a6d-e396-4383-b77d-5093a0bc520c
265,6,100032011,"Allans Track, Peel Forest",OPEN,Tramping Track,2253.18209077582,d801a5fa-1dfc-4f19-9d1b-6acc36630d5c
266,2,100032012,White Pine Track,OPEN,Easy Tramping Track,4460.7048856661,c28488fb-a981-4cf5-ac76-c546546d3512
267,2,100032014,South Face Track- Sharplin to Staveley R,OPEN,Tramping Track,3362.71054901358,75842703-ce67-4c36-857f-79d9e6ce3cf3
268,2,100032015,Hook Bush Route,OPEN,Route,2102.55396292544,45d2040f-ea48-40b5-af73-542663b8cb47
269,2,100032016,"Sidewinder Trk, Woolshed Creek",OPEN,Easy Tramping Track,880.356448735935,5d27e176-872a-4648-9d81-19a43c8494f4
270,2,100032263,OKUI BOUNDARY CIRCUIT TK,OPEN,Tramping Track,1933.75933938678,566b7731-678b-4005-afad-4f327d0b23e5
271,2,100035363,Lower Moeraki Valley Track,OPEN,Tramping Track,6538.69374338523,e9b7f747-b848-4a70-8725-97ac68f6dd53
272,2,100035364,Ellis Basin route,OPEN,Route,2322.47598233731,84488708-bc19-47d6-889c-796a59e37280
273,2,100035365,TUATAPERE DOMAIN TRACKS,OPEN,Walking Track,1527.91795353398,83ffd45d-640b-4c2c-9682-8189dd4d3e37
274,2,100035367,Mt. Bealey Track,OPEN,Tramping Track,1435.24922523986,a57a2d64-b4a1-48b7-95d1-a7aa5b4c2bc2
275,6,100035368,IRON BARK TO WAIOKOTORE VIA OHUTU RIDGE,OPEN,Tramping Track,6683.76255491658,906ab800-db6f-4baf-93f2-3fafbbb3b784
276,6,100035369,Totara Walk Pelorus Bridge,OPEN,Short Walk,811.981262823695,1092aed1-8d92-42f9-b0f9-8dd3b5486e63
277,2,100035372,Karamea Bend Hut to Crow River,OPEN,Tramping Track,9379.90224023742,e53e251d-2426-4384-bb94-d083883b3348
278,2,100035373,SIX FOOT TK - MAKOMAKO HUT TO RUA'S TK J,OPEN,Tramping Track,7366.47327847744,36074a8a-643e-4f45-aa4b-d2b158b0e515
279,5,100035374,HOLLYFORD TK - NTH END L MCKERROW TO MCK,CLSD,Tramping Track,22369.4837964087,2c4abcfb-cc01-4e95-850b-b831bc91cb9d
280,5,100035375,Karangarua Valley route,OPEN,Route,24115.2641861925,87f79f5c-2bf7-4433-87f9-2fc320bc6b44
281,2,100035376,LAKE ALTA TK,OPEN,Tramping Track,1195.00730261974,6eddb9eb-3cb4-4133-9d16-050539ce4beb
282,2,100035377,Warikanui Route,OPEN,Tramping Track,1328.45243041128,9a53e4fd-d41d-45ae-b3a8-cf25f47efc71
283,2,100035378,Pakihi Walk,OPEN,Short Walk,487.723217249687,d5eb7276-98de-4b04-8fe2-f406f239ed9a
284,6,100039432,OKIWI BAY HALF MOON TRACK,CLSD,Tramping Track,13845.9013716635,c1080794-d787-442d-96c3-5e0a1a245a1e
285,2,100039492,HUMP RIDGE TK- FLAT CRK TO OKAKA JCN,OPEN,Easy Tramping Track,8168.70905456326,26128ec2-0956-4893-adfa-f5d5f36cf933
286,2,100039493,HUMP RIDGE - OKAKA HUT TK,OPEN,Easy Tramping Track,1543.01890498176,b64eeada-36b1-4f97-81f2-545d05831db1
287,2,100039494,THTT-EDWIN BURN/OKAKA TK JCN,OPEN,Easy Tramping Track,9064.18674216453,673e657b-92f2-4c22-82f1-8600c39658f1
288,6,100039496,OKUPE VALLEY LOOP TRACK,OPEN,Walking Track,3758.97115442141,c2cb51c6-d1d4-4109-9ffc-56179114af8c
289,6,100039502,Four Brothers Walk,OPEN,Walking Track,583.526132791159,0c3f4666-4613-49d1-8311-d25fbc7b0aeb
290,2,100039508,OBELISK LOOP TRACK,OPEN,Tramping Track,9806.1949907737,21d23f25-1fa8-4e65-8262-3837922bdde5
291,6,100039537,KELLY KNIGHT HUT TRACK TO WP RIDGE,OPEN,Tramping Track,2242.83961536933,7e2da3bf-00fc-4d18-aa24-57af4883f4e5
292,6,100039595,Pataua Track,OPEN,Walking Track,492.404964890303,102b2ead-07c0-4152-81de-36b83ece58fd
293,2,100039596,MAHURANGI ISLAND TRACK,OPEN,Walking Track,975.570708685725,e39223b6-bed3-4d67-9e25-0a1a84ca19ec
294,2,100039597,GOLDEN HILLS BATTERY SHORT WALK,OPEN,Short Walk,1053.17713354815,deee7fbc-416a-40f0-a715-2cbdc1646df4
295,2,100039598,PUKETUI WALK,OPEN,Walking Track,873.393807784558,0fb7f63f-4541-441a-b572-17d78a7e6ca0
296,2,100039607,PA RD TRACK,OPEN,Walking Track,158.005405291559,0464f98d-c054-439e-a96c-aae3ff8f7f23
297,6,100039615,GLADSTONE ROAD TO MAHAHIKA BUSH EDGE,OPEN,Tramping Track,1675.64229647735,51093c60-0f8c-4acd-9e72-096f08507230
298,2,100039685,GRAVEYARD TO BUTCHERS POINT TRACK,OPEN,Walking Track,4213.3483525114,4910a575-d782-4fef-a996-af4a25520caf
299,5,100039690,APARIMA HUT TO PRINCHESTER SADDLE TRACK,OPEN,Tramping Track,11459.5960140807,0eb4f3e4-8209-4240-95b2-759474063866
300,6,100039747,WHAKAHORO LANDING TRACK (RETARUKE RIVER,OPEN,Great Walk,28.3944460573101,475a69d5-5146-43d9-a69c-cef5bb6ddc05
301,6,100039748,PUNIWHAKAU TO MATEMATEAONGA LINK TRACK,OPEN,Tramping Track,4364.58506948553,26964125-0e2b-48ba-85ab-23283de0df3b
302,2,100039763,Tunnel Creek Track,OPEN,Tramping Track,2380.68466327001,fbf41387-deed-4343-a2c1-ef976cdfb635
303,2,100039764,HAMILTON - VALLEY TRACK,OPEN,Tramping Track,3563.15169858908,fdf640c0-db55-47f9-adc6-f82a8da0b1dd
304,6,100039765,THUMB - WAIPAWA TRACK,OPEN,Tramping Track,5936.88069451278,1048065c-9d61-46af-80b1-96b918010f58
305,2,100039772,Controlled Mine Base Track,CLSD,Walking Track,1491.07491380245,ce70a5bf-abd1-4b7b-aa86-dcf1b9dd8e26
306,2,100039789,HEATHER JOCK LOOP TRACK,OPEN,Tramping Track,3349.19524198537,9b2da921-566b-4c30-a904-e57a94d4dbc9
307,6,100039790,POH TO DESERT RD TRACK,OPEN,Tramping Track,4425.79701688853,9f5ba497-df5a-4103-9d33-32424e2d4d29
308,5,100039813,LUXMOORE CAVES TRACK,OPEN,Great Walk,542.017049884106,4ba54a86-fa20-4d7a-a456-80a0273d287f
309,6,100039857,WAIHORA LAGOON TRACK,OPEN,Walking Track,672.520970224441,90aa9fed-7a89-436d-9f3a-b8e5a815b816
310,2,100039911,OKIATO WALK,OPEN,Short Walk,126.997797247609,97356e7d-799e-49b2-a202-672011a91bb8
311,2,100039981,Water Race Link Track,OPEN,Walking Track,1582.03660678597,d50de09c-d675-4ba5-a0c4-6c3809978a42
312,2,100039982,Third Branch Track,OPEN,Walking Track,739.40028497823,105bd994-f4bb-4aed-a35c-fff061728e9d
313,2,100039987,FOUR SISTERS WALK,CLSD,Short Walk,586.560890300256,86999043-44ad-42d3-9b29-c10a4575c62c
314,6,100040060,Tawa Walk Pelorus Bridge,OPEN,Short Walk(disabled),1103.32114694385,84d1a3b5-78c4-4635-86a0-834472528b83
315,2,100040161,WAIMAMAKU COASTAL TRACK (DV),OPEN,Walking Track,9472.0364873009,52e5f6ba-3a00-46a0-8dda-7a7ff9861105
316,4,100040179,Waitangitoana Wetland Walk,OPEN,Short Walk(disabled),259.749931463478,aa3a1104-c243-4c04-b0d8-6e9bf1db38a3
317,4,100040182,RUAKAKA PIPELINE ROAD TRACK.,OPEN,Walking Track,3456.26925752422,a594f976-84e0-47e4-aa2f-31cc349441f8
318,5,100040189,TARAWERA GOLDMINE TRACK,OPEN,Track - historic,25.7517734454471,e52d09ce-9f34-42fd-ad70-ea2093b80e12
319,5,100040193,GEORGE BAY TRACK PORTAGE,OPEN,Route,454.487783514652,8321a50e-1df6-4c89-91a9-6ec0b23334a1
320,2,100040200,Scotts Saddle Track,OPEN,Tramping Track,4288.63575834502,928b1ce8-6078-436d-b842-617d9fd8888e
321,6,100040227,WAIKAWA RECREATION AREA LOOP WALK,OPEN,Walking Track,560.620728248942,8604529a-616c-48d5-91e8-0d4b15b8c6ea
322,6,100040228,CARPARK TO KAITAWA STREAM MILL SITE,OPEN,Tramping Track,1345.20727436234,2bde35a0-3e57-48bf-b60b-5fb05c3cd29c
323,2,100040229,Wilson's Park Track,OPEN,Walking Track,1308.41751894311,9a363439-d520-42f8-82c8-c45c99dacc6c
324,6,100040291,WAIMA MAIN RANGE TRACK,OPEN,Tramping Track,14098.2836981712,32079d19-7128-4b40-bcb8-ea4604d46428
325,6,100040292,TAITA BRIDLE TRACK,OPEN,Tramping Track,4005.27446378469,5f8827db-0ca1-4b88-8ea0-d8dfbbbdb05e
326,2,100040317,DAWSON FALLS POWER STATION WALK,OPEN,Short Walk(disabled),50.1080703889941,9eb218e2-1280-4a14-b208-1a1d3a601f19
327,2,100040341,WEKAWEKA TRACK,OPEN,Tramping Track,3294.14897792652,f4f0b263-fb6f-45a9-a604-752f9c96a07b
328,1,100040369,South Side River Walk,OPEN,Short Walk,282.018314862218,ef9a2f02-0fe6-4b35-9ffd-7e2d46109403
329,5,100040410,Rough Creek Track,OPEN,Easy Tramping Track,2796.22369567358,92bc1a13-c775-4139-a0fa-2f09c5d63333
330,2,100040412,Last Creek Track,OPEN,Tramping Track,4123.46890889965,2bf72eb2-7b50-4884-8b5e-b62fc1c8cc6f
331,6,100040421,TRACK   RAKIURA NP GATEWAY,OPEN,Walking Track,101.969294656915,058c78d8-2c04-498f-9d0d-f62d0d4f1a80
332,6,100040425,CAVE TRACK,OPEN,Walking Track,152.112647108401,35b685c0-8e27-4139-82bc-53e4b02a325d
333,2,100040429,Camp Creek Route,OPEN,Route,6020.76342410752,05017cb4-2259-49f6-9da0-2b5f3a6e4a6e
334,2,100040430,Cone Ck - Elizabeth Hut Route,OPEN,Route,4017.55812607341,c8ab8030-163f-4c0c-b3eb-47eab4f13175
335,2,100040431,Top Trent - Elizabeth Route,OPEN,Route,5652.63840917675,73dd3bb4-96f2-4ddb-bb8c-13f44bfc3058
336,2,100040446,POOLBURN TUNNELERS CAMP TRACK,OPEN,Walking Track,89.5831744400122,b7ed62ca-9fcd-412c-9f41-865625cb1e9d
337,6,100040448,"Rotary Ride, Spa Park to Huka Falls",OPEN,Walking Track,4889.66987837672,82b1b726-95fe-4b54-9101-7d456ad27279
338,6,100040465,WAIHORA TRACK,OPEN,Tramping Track,3907.80978845131,48346db3-7664-44a7-a67c-d6c5c98b9d08
339,2,100040474,WAIPAPA LOOP TRACK,OPEN,Tramping Track,2130.10021789199,e4b811fa-aa9e-4e82-a523-8288807a97a3
340,2,100040500,QUARTZ REEF POINT TRACK,OPEN,Walking Track,1106.28242124585,3541b76c-cd8c-41bc-834d-93f31a133dc8
341,2,100040504,MT ROBERT VIEWPOINT TRACK,OPEN,Walking Track,170.804241993871,7a1328a4-7fbd-413a-9013-06f58e074d50
342,2,100040507,UPPER CLUTHA RIVER TRACK,OPEN,Walking Track,18192.860968584,510ec6d0-23df-4ee5-ac64-0e6658c2b4f4
343,6,100040575,SEAWARD VALLEY TRACK,CLSD,Tramping Track,2608.92338834509,7ea5b3ad-0326-4a5d-8331-1f246624c86e
344,2,100040589,PORT CRAIG HISTORIC TRAIL,OPEN,Easy Tramping Track,544.104633732526,5b3c2c09-264e-4a2d-bf89-c966fcb77145
345,2,100040592,Herekino Forest Rd/Veza Rd Track,CLSD,Tramping Track,5473.78707190808,50a07eca-9656-449f-817c-10b83203a871
346,6,100040593,Maungaorangi Track,OPEN,Route,8761.83624046516,7c079ba6-2d62-4346-bc84-4602f6451dd1
347,2,100040609,NGATORO LOOP TRACK,OPEN,Walking Track,756.871348013499,2891e2ee-2054-44f6-95b6-ae7029937bf6
348,2,100040615,Kaharoa Track,OPEN,Tramping Track,1131.94701722706,5c24460c-34dd-4608-a961-0edddc55c1aa
349,5,100040619,Arahura Track to Newton Creek Hut,OPEN,Route,1780.0588115818,7b234e5d-1ae1-425c-8805-99c6bf87b64d
350,6,100040657,Benmore Range easement,OPEN,Route,8476.61541005225,fc1fc0ef-e73c-486e-b48b-0e930e6024b7
351,2,100040678,Staveley Kiln Track,CLSD,Walking Track,606.504108570827,1a00bbd2-f312-48bc-94f3-8190f74997d9
352,6,100040682,OMAKA ROUTE,OPEN,Route,2049.32930811492,db1b1b17-5ded-4c69-8bb8-47966f95814f
353,2,100040683,BIG BUSH MTB TRAIL,OPEN,Mountain Bike Track,5695.93915683337,45946819-e7cb-47ca-92c0-cc750d8ce666
354,2,100040731,Rainbow Mtn - Crater Lakes Track,OPEN,Short Walk,46.1457310373938,9ab887e5-1007-4083-9ccf-9d36be5da081
355,6,100040751,POUTAKI TRACK,OPEN,Tramping Track,1951.03944160841,866a45a3-d905-4f13-8dfa-f02d278f3c8c
356,2,100040788,OPUA KAURI WALK,OPEN,Walking Track,386.158042874148,b8dfac5c-a868-48ce-94d9-51a821b0fbb9
357,2,100040797,ST ARNAUD RANGE TRACK - TOP SECTION,OPEN,Tramping Track,698.742668541155,fc67000e-0272-4132-b13c-d90a853d931a
358,6,100040799,CASCADE TRACK - UPPER SECTION,OPEN,Tramping Track,1548.26172324456,30f7c865-c4e0-4a19-9241-b660d399d81d
359,5,100040832,Myra's Track  NM,OPEN,Tramping Track,2221.23042440289,acd12e7e-7ebf-4b19-941d-b79d437ae8ea
360,6,100040836,Three Mile Stream Route,OPEN,Route,4776.87815745127,2aaed86b-c4bb-4aee-9088-0ef50f6e055a
361,3,100040837,Jollie Brook Link Track,OPEN,Tramping Track,2738.47366908822,db724b07-d8cc-463f-8823-02e04f2c88eb
362,5,100040843,UPPER UPUKERORA RIVER TO ARMY HUT,OPEN,Route,4055.66483281778,e1d2da5b-5624-4e14-b656-d1e77a86da77
363,6,100040848,BELLBIRD WALK (NLNP),OPEN,Short Walk(disabled),434.564105210619,fe33d980-f977-480f-a917-fd03e2f22334
364,6,100040912,PAUANUI TO FLAT ROCK SHORT WALK,OPEN,Short Walk,538.244899753349,5d5a6ea0-1d60-46de-85b2-b2864ab1c781
365,6,100040913,Pauanui Trig Track,OPEN,Tramping Track,3669.97579342762,267532c2-7479-42d3-a7dd-832e1129579d
366,5,100040914,RED BRIDGE WALK,OPEN,Walking Track,1736.2060091474,d841f67f-56a2-4696-b4a0-c331a8838747
367,6,100040915,EASTERN STREAM WALK,OPEN,Short Walk,398.104521879235,7f493b45-c9bb-465f-a92c-d3091dfd17c7
368,2,100040916,KAURI BLOCK WALK,OPEN,Walking Track,1499.87812335384,9e0a6862-6ff8-4520-86b9-2755b4c60537
369,2,100040931,HOKONUI MOUNTAIN BIKE TRACK,OPEN,Tramping Track,7229.32118381449,0ed8782b-627c-4d4a-b13d-04b9bccb1b31
370,2,100040941,COME IN TIME BATTERY TRACK,OPEN,Walking Track,274.102215718071,218a9465-5766-494b-9595-e7ad71754439
371,2,100040968,"Te Araroa Track, Govan Wilson Rd To Dome",OPEN,Tramping Track,7653.03051630734,a554ad22-690b-4f97-980f-bf63be980b60
372,2,100041033,Climbing Boulder Track,OPEN,Walking Track,225.593147659459,78bbbabd-ca1a-486b-bd18-26aa48a9fc00
373,1,100041052,Peter's Pool short walk,OPEN,Short Walk(disabled),533.731046226831,372ff3a0-e88b-4a85-b211-89aa8af29398
374,2,100041101,WAIHAHA HUT TRACK,OPEN,Tramping Track,7267.15351850921,12db6646-bd6f-4d88-a5a1-930020fff339
375,2,100041116,LOOP TRACK,OPEN,Walking Track,3248.60595089225,ea732df1-1f38-4746-a13b-fc96596f6785
376,2,100041134,MILFORD FORESHORE WALK,OPEN,Short Walk(disabled),608.574408318504,603e2699-8444-4225-b6f9-1a7bb713e014
377,6,100041176,MOSS PASS ROUTE (DURVILLE SIDE),OPEN,Route,1517.95995267726,b8207bba-e424-4b67-85e5-e3b5ddbbd7ff
378,2,100041195,TRAVERS SADDLE TRACK (TRAVERS SIDE),OPEN,Tramping Track,3276.44736567966,0b36b819-24a9-439e-ba3e-0afde4107dad
379,2,100041265,RAWHITI CAVES TRACK,OPEN,Walking Track,1590.88281515224,5124ac87-242f-4e77-a80b-42b5b3b2201d
380,2,100041286,Tunnel Terrace Walk,OPEN,Walking Track,710.871134309094,f69f3d14-aed2-45f0-ab21-e74fade88d86
381,2,100041366,WAITAWHETA PIPELINE WALK,OPEN,Walking Track,3068.49136970264,a393e08d-44bf-4beb-8754-b3a6741122bd
382,2,100041535,WYE ROUTE,OPEN,Route,14902.7397645415,f270b678-e1e4-41f6-9e34-57461bec776f
383,2,100041537,DUCKPOND LOOP MTB TRAIL,OPEN,Mountain Bike Track,4146.7938411832,d29ca675-e657-4ee2-9712-bef1384a9917
384,2,100041538,PROSPECT HILL TRACK,OPEN,Tramping Track,10064.9624821411,e31944d9-88c7-406b-bc38-8030b735ef26
385,2,100041539,THE SISTERS TRACK,OPEN,Tramping Track,4060.57311525829,8c4848be-1de0-4ed1-8ce1-6646bdf5b253
386,2,100041553,FLADGATE WALKING TRACK,OPEN,Walking Track,514.513689663034,571d7101-8ae7-4a1a-8aee-91f219565d63
387,6,100041569,Boat Landing Track,OPEN,Walking Track,106.729412130338,ea36b592-893d-470f-a8c0-42fd0e8360ac
388,2,100041624,NORTH EGMONT NATURE WALK,OPEN,Short Walk,346.138286056994,1768e9d1-118e-4323-aecf-0fc444b79146
389,2,100041625,CONNETT LOOP TRACK,OPEN,Short Walk,576.30711845889,17185ca1-da9e-4719-96d8-9d1a6ce4772b
