OBJECTID,CAPTURE_ACCURACY,EQUIPMENT,DESCRIPTION,STATUS,OBJECT_TYPE_DESCRIPTION,Shape__Length,GlobalID
1699,6,100066720,WAINUI TK -BIRDS R/END (4WD) TO BUSHEDGE,OPEN,Tramping Track,1723.81748451627,75582ee6-5fea-4712-abff-554525a88ecc
1700,2,100066725,Big Rock easement,OPEN,Tramping Track,2424.81637254508,933797fb-db2a-49c1-864b-115cb79b9548
1701,2,100066769,KUMUTOTO BAY (WEST) CAMPSITE TRACK,OPEN,Tramping Track,964.161848283294,7e84f7fe-343d-4e3c-a7c8-22e92a598f7c
1702,2,100066771,Goldsborough Track,OPEN,Tramping Track,5914.24299457693,3881e727-f0e3-4248-8cdf-81d61fffbfca
1703,2,100066772,Galway Beach Track CLOSED,CLSD,Tramping Track,3073.95090488839,b3c02c16-d2df-4f69-a9b1-024c0ed18ccb
1704,2,100066773,TRACK- MILLARS BEACH TO WHALERS BASE,OPEN,Tramping Track,842.67542569547,3757384d-3f77-4b91-a019-e0627dc6c938
1705,2,100066774,GOULAND HUT TO CONSERVANCY BDY,OPEN,Great Walk,7941.020555405,3416fcce-e949-4305-b519-18d9a3589ec3
1706,2,100066775,SHAKESPEARE TK JUNCTION TO GOULAND HUT,OPEN,Great Walk,17238.246442305,bb74f2a8-381f-4bd8-967c-46d214ed3156
1707,3,100066776,SEPARATION POINT TK,OPEN,Great Walk,2874.74285349386,c1a4d74e-b5c2-420c-a081-488aa47940fd
1708,6,100066779,ATCT - Bark Bay to Onetahuti,OPEN,Great Walk,6178.96296832676,1cc53bf1-683e-4412-9c14-e897dac6cd1b
1709,2,100066780,ATCT - Inland tk junct. to Anchorage tk,OPEN,Great Walk,6728.24919313312,495ecb34-4b70-446d-95a7-4bdbe2efce77
1710,2,100066793,Wangapeka Crpk to Belltown Hut Route,OPEN,Route,9889.94502531998,78ffbeec-4afe-4302-af59-e718541d27d0
1711,2,100066794,Mokihinui Rd End to Mokihinui F Hut Tk,OPEN,Easy Tramping Track,17868.3075214188,3e62b72d-4a41-4982-95d2-12830c66fa2a
1712,5,100066796,Mt Bovis Route,OPEN,Route,8013.54167444288,663efd60-8ad5-447b-a81f-e92a184d4c47
1713,2,100066798,Capleston to Kirwans Hut Track,OPEN,Tramping Track,11862.9273914818,462182e5-6a26-4b65-b5a6-1626e558c9e0
1714,2,100066799,Big River-Inangahua Track,OPEN,Tramping Track,10111.5245682958,1a5e3c98-9240-4ea1-8e03-0201975825ee
1715,2,100066800,Duffys Creek Track,OPEN,Tramping Track,1930.52854068716,1b9c4000-cdf2-4d4e-9dc7-769f088b97c4
1716,2,100066801,Lake Stream Route,OPEN,Route,6724.51606243581,08c46e6b-746b-4007-a729-f2f9e488f50b
1717,2,100066802,Lewis Tops Track,OPEN,Tramping Track,2606.85745355639,147152ba-7c39-4a0f-90c9-b4e10a7eb76f
1718,2,100066803,Roadend - Mid Robinson Hut Route,OPEN,Route,11158.2879221225,033ff279-4995-4f8e-a3ae-1a92993723a6
1719,2,100066804,Robinson Saddle - Top Rob Hut Route,OPEN,Route,3588.81092026978,161337b2-77f8-4416-85c8-586c8b8a55ff
1720,2,100066806,NTH BRANCH BORLAND RIVER TK,OPEN,Tramping Track,9004.64197919449,fa9823a3-b4d9-4864-8c30-e639d124de16
1721,2,100066808,BURNT RIDGE TK,OPEN,Tramping Track,4406.89139382295,5f47e59b-e6b3-4160-9955-10956e9231e9
1722,2,100066809,L HAUROKO/L POTERITERI HUT RTE,OPEN,Route,15823.8625075389,d77f4f83-f2d2-48c2-a1b6-5cfccce8135f
1723,5,100066810,HALFWAY HUT/HAUROKO BURN HUT,OPEN,Tramping Track,10560.4995893375,cb734248-f886-4cfa-940e-e372e4d93137
1724,2,100066811,TRACK- ROCKY MOUNTAIN,OPEN,Route,2082.73003351662,de17280e-3cf5-4fff-b4ec-edccc1ecf0b7
1725,2,100066812,TRACK - FRESHWATER LANDING TO HOMESTEAD,OPEN,Tramping Track,12810.8862781951,a3fe92f6-1175-453d-9cc4-7ddc60dbfa25
1726,2,100066813,TRACK - HOMESTEAD TO MASON BAY BEACH,OPEN,Tramping Track,2080.17705553996,ec79cfde-9629-4da0-b5a6-44f1756679df
1727,2,100066814,TRACK MT ANGLEM (HANANUI),OPEN,Tramping Track,5255.4782922115,b7fd54ae-c03e-45e7-a9a1-04a1124c37be
1728,5,100066817,WILSON'S RIVER PACK TK,OPEN,Track - historic,5662.54651012464,5087f9fb-8061-441c-8c8a-f17c7f9e5518
1729,2,100066818,Pelorus Br Circle Walk (incl Susp Br),OPEN,Short Walk(disabled),380.135540445542,6e1179a5-c74a-4400-9e68-b6307c9c4e31
1730,6,100066819,WEST MATAKITAKI ROUTE,OPEN,Tramping Track,3156.70783048548,3269da80-77bf-47c5-b534-655734f4241d
1731,3,100066821,Coalbrookdale Walk,OPEN,Walking Track,1681.70715439141,bf83d124-08b4-4e16-a3b6-a67b262c1d4b
1732,4,100066824,Fox River Track  - END PART CLOSED,CLSD,Walking Track,3788.21426659818,28f60b99-d598-4e95-8203-68bbdcd1a5ae
1733,2,100066825,Inglewood Branch Track  PART CLOSED,OPEN,Walking Track,737.332618103922,961e5484-5375-4119-a857-d70e2d29f9e9
1734,2,100066826,Tram Track CLOSED,CLSD,Walking Track,2760.8173605734,f4c71fd2-2508-41ed-8119-a060d576a3c2
1735,2,100066827,Lankey Creek Track CLOSED,CLSD,Walking Track,1326.58918855495,997652d7-56ff-48d8-86c4-95987f01f84c
1736,3,100066828,Alborns Walk,OPEN,Walking Track,2356.2698816454,a1916593-b60d-46a4-b6ec-d5d99da43561
1737,2,100066829,OHAU STREAM WALK,CLSD,Short Walk,276.577580916098,89dcd53a-617e-41a3-8a6b-5b41184af494
1738,6,100066830,COLENSO SPUR TK,OPEN,Tramping Track,1139.58176881055,27a9600d-0b1d-4c37-9dd1-b186bb041dc6
1739,6,100066831,SPARROWHAWK TK,OPEN,Tramping Track,4868.02669280651,8a9e26d0-14c9-422c-a242-f00908d64004
1740,6,100066832,GOLD CREEK RIDGE TK,OPEN,Tramping Track,4957.80743582697,3ddb5c61-feff-46df-8b40-bad9a227f4b4
1741,6,100066833,SMITH STREAM HUT TO TOPS TK,OPEN,Tramping Track,1772.22948059707,8f9f6130-e24e-4ef4-92e3-98ca6e443965
1742,6,100066835,HINERUA HUT TO SMITHS STM TK,OPEN,Tramping Track,872.752081152898,2aafb1b3-9cc3-4e14-bd8f-b4936eb84dea
1743,6,100066836,HINERUA RIDGE TO TUKITUKI RIVER,OPEN,Tramping Track,2433.70593833776,da8ab097-9b09-4fdc-b806-73f9b7445386
1744,6,100066841,MOLE SADDLE-TIRAUMEA TRACK,OPEN,Tramping Track,5898.34653442471,04913764-cd80-4dc1-b1ba-67fa5ee67e76
1745,1,100066842,BEEBYS KNOB ROUTE,OPEN,Tramping Track,4003.88191550587,1c02655f-37e0-4948-a807-5a100fa865d1
1746,6,100066843,BLUE LAKE TRACK,OPEN,Easy Tramping Track,7309.70307744756,a72578f1-405a-456d-b352-a371c065058b
1747,2,100066844,NYDIA TK BUSHEDGE TO UNBRIDGED CREEK,OPEN,Tramping Track,13551.3020937089,ab673431-69ba-4dab-8a0c-8bb8402e725b
1748,2,100066845,NYDIA TRACK KAIUMA ROADEND TO BUSHEDGE,OPEN,Tramping Track,10100.2944664858,cb06d340-1f5a-41cb-8808-9181f67c0845
1749,6,100066846,CATHERINE COVE TK,OPEN,Tramping Track,1028.32353912082,31468ec7-31f3-4302-84bb-e67b74ffe651
1750,2,100066848,MIDDY/ROCKS TRACK,OPEN,Tramping Track,4568.42411720381,6fb5efda-9efe-461a-8581-1d9e9a408cb7
1751,6,100066849,PELORUS BRIDGE - TRIG K TRACK,OPEN,Tramping Track,3988.83292310861,da09a167-d383-438c-8b7e-df9407b688da
1752,6,100066850,PUKAKA VALLEY TRACK,OPEN,Tramping Track,3520.02494901644,0254fe2f-2c66-4e47-9dd3-c6679b560c0b
1753,2,100066851,TRACK - CHRISTMAS HUT TO YANKEE RIVER HU,OPEN,Tramping Track,11088.6843143992,1162a023-08fa-4bef-87be-4bcb3184075f
1754,2,100066852,TRACK- EAST RUGGEDY HUT TO HELLFIRE PASS,OPEN,Tramping Track,14926.6981582148,d42cba5b-b681-4ae2-b830-4c0a6e6731c1
1755,6,100066853,Hochstetter Dam Track NM,OPEN,Tramping Track,173.727698103856,058b54f8-92eb-4c11-8f1c-8b3340517eb4
1756,2,100066854,Mt French Track,OPEN,Tramping Track,3021.18124528024,7e4c0165-2e9b-4d49-b5db-faa310783c13
1757,4,100066855,Styx Roadend to Grassy Flat Hut TrackCLD,CLSD,Tramping Track,12101.0623895425,3aa215bf-1e90-41dc-8fd3-b663f56de260
1758,5,100066856,Hunt Saddle to Hunts Creek Hut Track,OPEN,Tramping Track,2034.09281338774,32dd26d5-0db6-45f3-8203-1dde9c6c9182
1759,2,100066857,Kelly Carpark to Hunt Saddle Track,OPEN,Tramping Track,6489.52316323397,4705d142-2477-4909-aa5d-3dfaf52b583d
1760,5,100066858,Carroll Hut to 7 Mile Creek Bushline Trk,OPEN,Tramping Track,3749.78519262701,6d466488-d902-4cdb-a398-11438bbdcbc5
1761,2,100066859,Browning Pass to Harman Hut Track,OPEN,Tramping Track,5342.14551984156,7c26fbc0-c68f-4ed0-85d5-c1d5d6fce47a
1762,2,100066860,Harman Hut to Mudflats Hut Track,OPEN,Tramping Track,7888.59989828091,0d6ba5de-946d-4cd7-b0af-3760d85ba4f8
1763,5,100066861,Lwr Arahura Hut to Arahura Rd End Track,OPEN,Tramping Track,9107.26258244049,4641defa-265f-40ed-a547-d4fe0aadca12
1764,2,100066862,Mudflats Hut to Lower Arahura Hut Track,OPEN,Tramping Track,9652.57367927646,0c6e4fa7-3650-4b90-91e5-ccfca3390ef9
1765,2,100066863,Lathrop Saddle to Styx Valley Route,OPEN,Route,3422.48193416234,1f9653ef-7ad9-4bab-aa53-640b3469f451
1766,6,100066865,LAKE ALEXANDER TRACK,OPEN,Tramping Track,4840.32311513371,1954f077-5546-4296-baae-50fa835081c7
1767,2,100066866,MOUNT FISHTAIL ROUTE,OPEN,Tramping Track,5003.74733482124,64ec8497-d229-411e-a0d3-34d5e487cd36
1768,2,100066867,OLD MAN HUT ROUTE,OPEN,Tramping Track,7343.18972671993,04341ce7-2d21-4e4d-8d0d-dd7fd6558bcc
1769,6,100066868,MID GOULTER ROUTE,OPEN,Tramping Track,3241.9012947606,e2bf7fa7-3600-477e-bbda-b6a6acdf525c
1770,2,100066869,GOULTER TO TARN HUT TRACK,OPEN,Tramping Track,8593.35715903312,0b04ff2c-8c69-456d-b921-b42fd9b65985
1771,6,100066870,TARN/RINTOUL/SLATEY ROUTE,OPEN,Tramping Track,17658.8123160471,5af549a4-ec83-40f6-a665-503599aaca99
1772,2,100066872,TIN RANGE TRAMWAY,OPEN,Track - historic,6439.63447029757,0e68b96c-709e-4c66-8080-4fffd9ac21cf
1773,2,100066873,UPPER CROMEL HUT ROUTE,OPEN,Route,5150.37834486374,1f1de969-5036-451b-bab1-33cf387c14ff
1774,5,100066874,Ballroom Overhang Track,OPEN,Tramping Track,1046.56518888846,00d909d0-40dd-4dfc-8094-140e3cd08f41
1775,2,100066875,Bettison route,OPEN,Route,1904.38157633346,9db9ec3e-d2f9-4504-a756-442cb20d2153
1776,6,100066876,TE PURU TRACK,OPEN,Tramping Track,5494.07926312648,b985946c-e76f-4307-bc26-4f8f3901f398
1777,6,100066877,WAIOMU VALLEY TRAMPING TRACK,OPEN,Tramping Track,2930.91429428186,9cdfd873-b491-4d17-a098-5012a3a78a74
1778,6,100066879,TAWARAU - GORGE S/BRIDGE TO SPEEDIES RD,OPEN,Tramping Track,6035.68848316088,9ec4307e-e8ea-44dd-8591-6c6d8e30d60f
1779,6,100066880,TAWARAU - WERE ROADEND TO GORGE S/BRIDGE,OPEN,Tramping Track,5808.02475211685,a6889d36-8b03-423e-9a2d-32edc11f804e
1780,2,100066881,TAWARAU - GORGE S/BRIDGE TO DOUBLE FALLS,OPEN,Tramping Track,3723.28108793241,650afe0b-7af2-4565-b8b9-f638d79937d0
1781,6,100066883,WHAREORINO Waikawau Track,OPEN,Tramping Track,10707.3355445522,644f3be0-1f0b-411f-80dc-ad1ff16854c2
1782,2,100066886,LINK RD CRPK TO CN ISLAND TK JUNCTN,OPEN,Tramping Track,3613.97190271297,49ab03eb-c120-4f7e-92fa-0905ed0e8256
1783,6,100066887,CENT NTH ISL TK JUCT TO MT TITIRAUPENGA,OPEN,Tramping Track,3119.68996900522,b2283ab5-5dcf-4e17-a5f7-7403e9fe97e8
1784,2,100066888,STONE WHARF TRACK,OPEN,Walking Track,95.6499640563486,5f27a20f-c64e-4ca5-ab43-3b1006f230d3
1785,6,100066889,JAMES VOGEL NATURE WALK,OPEN,Walking Track,1000.88272153596,31f9e298-f8c7-4a74-bc77-7e610f1ad0e9
1786,2,100066890,Motuara Island Lookout Track,OPEN,Walking Track,744.428672388225,32a07ca1-f74c-4e2e-b308-e700a787311a
1787,6,100066891,ONAMALUTU WALKS,OPEN,Walking Track,893.325705913311,d6a8a168-f16e-41d9-afc2-179836c24ac2
1788,6,100066892,PINE VALLEY TRK TO PINE VALLEY HUT SITE,OPEN,Walking Track,2930.01877381203,8bd46ee7-5890-409c-b217-f5f6c169efb5
1789,2,100066893,MILL FLAT WALK,OPEN,Walking Track,408.378368798592,f3eebc63-b9ab-46a7-b51c-b06e88285d21
1790,5,100066895,Honeycomb Hill Caves Track,OPEN,Walking Track,1950.65302872186,d44045a9-9534-47cd-8a36-4ec4e55d21ae
1791,5,100066896,Big Rimu Tree Track,OPEN,Walking Track,697.560043000051,d334ca30-b45e-4098-908b-0d8f21493dec
1792,1,100066898,Lake Hanlon Track,OPEN,Short Walk,693.367007642816,48caf842-f80e-442b-9181-e150ad9b9826
1793,4,100066899,Denniston Township Walk - NM,OPEN,Short Walk,956.217493486558,25f12b4c-af10-47d5-b97f-c7b8018343db
1794,2,100066915,Opouri Bridle Track,OPEN,Tramping Track,4212.2154118047,048b6b77-3fed-45ef-9d1f-04704b575311
1795,6,100066916,ARCHER TRACK,OPEN,Walking Track,7757.58087180963,7a38a6d0-9d68-47f1-9207-3d48ff7d5b41
1796,6,100066917,FERNDALE CAMPSITE/LOOP TK,OPEN,Walking Track,405.583912209821,3b1cc38d-40b1-43f0-8332-36fb4a1ae673
1797,2,100066918,WAKAMARINA TRACK,OPEN,Tramping Track,7029.58935338177,9c61effe-7731-439d-8020-7c44b7a118bf
1798,2,100066920,POINT KEAN LOOKOUT TO LIMESTONE BAY,OPEN,Walking Track,3162.38661907828,d4edabf9-e1a2-4268-84b6-51178d1169ef
1799,2,100066921,SOUTH BAY TO SCARBOROUGH ST,OPEN,Walking Track,1006.16174927755,ce530396-0a2f-4a6f-b938-8421404224bb
1800,5,100066922,Kohaihai Lookout Track,OPEN,Walking Track,635.25857732955,9bfbb4e3-21b0-44d9-ab6b-8cdc38644d71
1801,2,100066923,Fenian Track,OPEN,Walking Track,3609.48378474455,16cccd30-37a2-40b0-af91-967a98ab88c0
1802,2,100066972,TE AROHA TK,OPEN,Tramping Track,1368.38423517174,4863c287-2754-495c-9dab-48cd9791077f
1803,6,100066979,TOP GORGE HUT TO NGAMOKO RANGE TK,OPEN,Tramping Track,1190.62541409348,e04926e6-1358-4069-bbc0-918af613df95
1804,6,100066980,IRON GATE HUT TO UPPER OROUA RIVER (GORG,OPEN,Tramping Track,1238.04800737115,e2f93d40-f597-4eee-8e69-6d54525d49a5
1805,6,100066982,POURANGAKI HUT TO HIKURANGI RANGE,OPEN,Tramping Track,2440.14726139207,4be680bf-266d-4f25-9097-349c3c780c9e
1806,6,100066983,KELLY KNIGHT HUT TO POURANGAKI HUT,OPEN,Tramping Track,5840.96469482432,26931136-077d-4937-9917-d675d6e58607
1807,2,100067022,ATCT - Marahau to Inland Tk junction,OPEN,Great Walk,2651.39114960563,4a0ecd63-fc48-40ce-b419-171d4fc8c974
1808,2,100067024,Top - Mid Robinson Hut Route,OPEN,Route,8835.42998676121,5b0ff156-2360-4559-80a5-531068e6f9a8
1809,1,100067026,Omau Carpark to Seal Colony Track,OPEN,Walking Track,2779.40964913615,abc3b3d6-197c-4c2d-a9bd-bbb084a79ac4
1810,2,100067045,MILFORD TK - MINTARO JCN TO MACKINNON PA,OPEN,Great Walk,4227.81955921168,b729046e-5bcf-455a-84e0-190c476e1921
1811,2,100067046,MILFORD TK - QUINTON JUNCTION TO DUMPLIN,CLSD,Great Walk,3177.95711944912,8bec8963-9b71-46a0-b6b8-04de30e51fcf
1812,2,100067047,MILFORD TK - QUINTIN JUNCTION TO SUTHERL,CLSD,Great Walk,2271.53398856395,59f3081d-4a2e-49ec-8810-2d41c5b33a64
1813,2,100067048,MILFORD TK - BOATSHED TO SANDFLY POINT,CLSD,Great Walk,12372.512649898,d63533e1-c65b-4141-b264-1492e130afd6
1814,2,100067049,KEPLER TK - HANGING VALLEY SHELTER TO IR,OPEN,Great Walk,5309.86265159632,74077956-9cf0-4544-81c0-d84befccb331
1815,5,100067051,KEPLER TK - LUXMOORE HUT TO MT LUXMOORE,OPEN,Great Walk,5544.09376276372,504b1e18-5f8d-4520-ad14-88b70ba5af73
1816,3,100067054,Heaphy Track - Mackay Hut to Boundary,OPEN,Great Walk,8420.14538294464,685705cc-3aa8-4aaa-b3de-4c1a07b7e6f1
1817,2,100067067,Garden Gully Track,OPEN,Tramping Track,1010.85335101287,9e09ea93-84bb-4d51-bb63-a80aeb4165d0
1818,1,100067069,Mt Tuhua Track - Lower Section,OPEN,Tramping Track,677.892393162429,6afa87f5-1cb7-4653-b569-25d52c9fc0bf
1819,2,100067070,Grassy Flat Hut to Sty Saddle Track,OPEN,Tramping Track,3282.27942737291,ec137edb-b84d-4d33-96da-77394241e0c8
1820,2,100067071,Kelly Carpark to Carroll Hut Track,OPEN,Tramping Track,2486.80231888332,debdfff8-41e5-45ed-8b17-d7bc72ad080d
1821,5,100067072,7mile Creek Bushline to Dillons Hut Trk,OPEN,Tramping Track,2779.2835844027,ac186323-b07d-4e1e-8d88-1621f4f2ebb7
1822,5,100067073,Harmon Pass to Julia Hut Track,OPEN,Tramping Track,5143.63150720769,ac7acab7-70a0-4895-b84c-c7131fc31056
1823,5,100067074,Julia Hut to Mid Taipo Hut Track,OPEN,Tramping Track,5978.87885810902,7e0810c5-09aa-4cfe-9178-7d464b3be015
1824,6,100067075,Mid Taipo Hut to Taipo Rd End Track,OPEN,Tramping Track,17054.1515570106,c745dabf-9e00-496e-baac-9226e3a3166f
1825,2,100067076,Top Kokatahi to Crawford Junc Hut Route,OPEN,Route,4064.77490626327,e48b530d-1cf3-4993-a030-fdbfe03b222d
1826,2,100067077,Zit Saddle to Top Kokatahi Hut Route,OPEN,Route,3183.81132486374,3f978524-970c-4208-afb2-2abdb3220804
1827,5,100067150,TUTOKO VALLEY TK,OPEN,Tramping Track,3196.47198123357,cb2b3062-f270-4cbc-8edc-f106a487d008
1828,5,100067155,HIDDEN LAKES JETTY TO EAST COVE/HIDDEN L,OPEN,Tramping Track,4740.48697866481,a011f37e-fe21-448e-84cf-8b50cefb3576
1829,5,100067156,PRINCHESTER SADDLE ROUTE,OPEN,Route,4750.15608572719,5dcf2935-c42d-4705-b6c0-e5ee5c790627
1830,5,100067157,LAKE TE ANAU TO LAKE HANKINSON TK,OPEN,Route,597.042424547479,8a12769d-3e78-4fd4-b8ad-16fc8c6f31cf
1831,2,100067158,SNOW WHITE CLEARING TK,OPEN,Route,4407.60231221124,d0d06957-de54-4719-ab68-509ae3aa54d6
1832,5,100067159,"HANGING VALLEY TK, DEEP COVE",OPEN,Tramping Track,1691.3944180956,f9d2e858-7263-4902-9d8d-2b25fc6951fb
1833,5,100067161,HELENA FALLS TK,OPEN,Tramping Track,1041.25609790716,ec0f775b-87f8-40ff-80ca-4e2fe4aa370d
1834,3,100067163,Constant Bay Track,OPEN,Short Walk,1043.71253473951,eccf9b16-6898-4ee0-aabd-afc2746d6704
1835,3,100067164,Cave Creek Memorial Track,OPEN,Walking Track,1834.61560707744,ab954250-0d15-4101-a2ed-3bdce6049c8b
1836,2,100067167,Murray Creek Track,OPEN,Walking Track,9829.24896861389,82b67a38-fbb3-4e41-bc42-962093de6e11
1837,2,100067168,Cement Town Branch Walk,OPEN,Walking Track,147.017318588386,9671fa3a-fa10-423b-bfe6-6f26fa9fae4e
1838,2,100067169,Progress Water-race Track,OPEN,Walking Track,2235.72995228855,a8f405fd-4639-4702-bf5b-30b8a3c4c373
1839,2,100067170,Miners Shortcut Track (Waiuta),OPEN,Track - historic,419.102283053158,4f204289-35e5-4607-868b-8b0bfa0a8216
1840,2,100067172,Pt Elizabeth Walkway Track,OPEN,Walking Track,5227.42554775989,9c91c0e4-21e6-4530-9b06-244bbf5d7dd1
1841,2,100067173,German Gully Pack Track,OPEN,Walking Track,760.691520656194,086e50d4-875f-4885-ad1a-ba8e0ef3f83f
1842,2,100067205,TRACK - LEE BAY GATE TO MAORI BEACH,OPEN,Great Walk,4750.74998055271,84b2269e-d5c2-457e-9c50-5232bda99a40
1843,2,100067207,CrawfordJunc Hut to Lathrop Saddle Route,OPEN,Route,8156.7264274139,ee924d2c-b3b6-4305-9a9a-069df08859f7
1844,5,100067208,Poet Hut to Top Toaroha Hut Track,OPEN,Tramping Track,3668.86281641127,f8184f23-d101-40cf-8964-90949751eec2
1845,5,100067209,Top Toaroha Hut to Cedar Flat Hut Track,OPEN,Tramping Track,7649.23625308024,1b8ae81a-09e0-438f-aa5c-9366314819ce
1846,2,100067283,TRACK - MAORI BEACH TO PORT WILLIAM,OPEN,Great Walk,3052.68174808537,9fffc7de-213f-4351-a084-a7d49e48886a
1847,5,100067285,LAKE MACKENZIE CAMPSITE TK,CLSD,Tramping Track,1103.36957361548,8efd56c5-ce60-4258-92f4-3c6127ffde56
1848,2,100067286,KEPLER TRACK - BROD BAY TO LUXMOORE HUT,OPEN,Great Walk,8232.34056996711,6cf6b812-7c1b-485f-a47c-544f76027e54
1849,6,100067287,SABINE-SPEARGRASS TRACK,OPEN,Easy Tramping Track,10944.8379308255,5414f03b-b603-42d3-bb84-748f20f11b36
1850,1,100067288,QCT- BOTTLE BAY TO HEBBERDS BLOCK,OPEN,Easy Tramping Track,3901.47349538391,c695b874-f307-456b-9c09-99f301793c67
1851,1,100067289,QCT- HEBBERDS BLOCK TO TE MAHIA,OPEN,Easy Tramping Track,4557.86072610106,d789b487-daf2-4733-9b54-5647b88eff44
1852,1,100067290,QCT- ANAKIWA RD END TO BOTTLE BAY,OPEN,Easy Tramping Track,2833.98272543615,90c6af18-c14f-4fb5-aecd-037a6acf09ae
1853,5,100067292,BREAKNECK RIVER/PORT CRAIG HUT,OPEN,Easy Tramping Track,6455.91998715765,05c9e4d8-da67-4d1c-9b34-5ae786342df7
1854,2,100075189,Marker Bay Track,OPEN,Short Walk,595.23389848274,896c65a3-51bd-46d6-8253-d85edb84900b
1855,2,100080859,DINGLE BURN PENINSULA TRACK,OPEN,Walking Track,12051.8604537889,2eb52ad4-a060-4d09-b584-f4572f7e00da
1856,2,100080900,BOTTOM BAY TRACK,OPEN,Walking Track,494.065565989635,b47d1575-26d4-4eb5-b092-bb1fe0a00f82
1857,2,100080901,CRAIG BURN ACCESS TRACK,OPEN,Walking Track,1534.65117857972,d4be5fb4-300c-4d00-ae80-d1be82d81240
1858,2,100080902,ISTHMUS PEAK TRACK,OPEN,Walking Track,7553.10987665942,09e25108-7366-4a91-814a-6ff9b26b3763
1859,6,100080903,GLEN DENE RIDGE TRACK,OPEN,Tramping Track,11495.0556050171,05f84503-3c53-4d63-8acc-dc0263a6ebd7
1860,2,100080927,Twizel river trail,OPEN,Walking Track,11116.105127615,90073c11-f253-435f-8e67-b29b69d94f6f
1861,6,100080939,Young River link track,OPEN,Walking Track,5050.86188163817,563a5768-f35e-44eb-919f-7aa458e576d4
1862,2,100080989,Titri Creek Walk,OPEN,Walking Track,718.069786479022,01ecc400-424a-4cb5-8d5f-960a31790742
1863,2,100081045,WHANGANUI TO WAIHARURU,OPEN,Great Walk,6499.949860939,21f886d8-883a-4cb9-8ace-944b4742a0d4
1864,2,100081046,WAIHARURU  TO  MARAUITI,OPEN,Great Walk,5633.89743644707,edc385d3-404d-45ca-96dc-d68d4f81a517
1865,2,100081048,MARAUITI TO ORMONDS HUT,OPEN,Great Walk,3373.18630885531,eb87cfa4-9281-488d-a6d8-7c72f3fd0804
1866,5,100081115,Mt Adams Route,OPEN,Route,6119.33529396281,5b873b3e-71a9-4e18-8b22-2b07cd69c17b
1867,2,100081209,Top Crooked Hut to Tops Route,OPEN,Route,744.298622672898,14d2e0ac-2b05-428e-af63-99d2ea666309
1868,6,100081298,Manuoha Hut  to  Kaipo Tundra,OPEN,Tramping Track,9710.5778147503,edfc6984-683f-409f-bfa7-7a28a004e356
1869,2,100081300,State H/Way 38  to  Kanohirua Hut,OPEN,Tramping Track,2952.25591658972,255712aa-1f36-4afb-bd00-78b369aedff7
1870,6,100081301,Kanohirua Hut  to  Waiawa Hut,OPEN,Tramping Track,5835.48278518344,60663573-1556-4fe0-a5d4-16dbc4082f5b
1871,6,100081303,Waiawa Hut  to  Te Hue Tk / Whk tk Junct,OPEN,Tramping Track,9619.33481190643,67cf664b-4312-4e89-8b4d-092e35f8201b
1872,2,100081304,Tawhiwhi hut to Ngahiramai hut,OPEN,Tramping Track,2755.08156969211,242394b9-c42c-46ab-8342-cf1ef9c19907
1873,2,100081305,Ngahiramai hut to Hanamahihi hut,OPEN,Tramping Track,9175.49037351364,0dbaa094-d6e5-45f6-b6db-6c3a406bd6d6
1874,6,100081306,Waikare Whenua Jnct to Takarua hut,OPEN,Tramping Track,3749.38970459653,5932dcc7-b62f-40c0-be37-741fd54e2fb7
1875,6,100081307,Takarua hut  to  Tawhiwhi hut,OPEN,Tramping Track,5672.82715545351,5d71c071-9634-4846-a850-4523f1ce72d9
1876,2,100081308,Mangawhero hut site to Midway hut,OPEN,Tramping Track,5119.32373555557,cb5f7ebb-6b68-40bc-b66a-4a6136951b12
1877,2,100081309,Mid-Way Hut to Mangapouri Hut,OPEN,Tramping Track,11875.0432399403,a15a58a3-10f8-434a-934a-dc652d456062
1878,2,100081310,Mangapouri Hut to Okui Loop Track,OPEN,Tramping Track,6050.60906458981,b1c936fa-4bc0-4e0c-ad2b-7d217eeefc51
1879,2,100081311,Te Waiotukapiti Hut - Central Waiau Hut,OPEN,Tramping Track,7690.65907653032,b3c45c08-e9a5-4840-8d29-52693f2e11d1
1880,2,100081312,Central Waiau Hut  to  Te Totara Hut OL,OPEN,Route,7312.99503068974,051523fc-7e68-4d86-80b6-8b132ce42e3c
1881,2,100081313,Te Totara Hut  to Whites Clearing OL,OPEN,Route,5238.1395123099,a5264f63-9e45-4447-bc2b-972d8a2a6bc1
1882,2,100081407,TIN RANGE SURVEYORS TRACK,OPEN,Track - historic,3751.23454260862,2ce3dff0-09c9-48a5-aa64-ba2090cd96fb
1883,2,100081467,Dead Horse Pinch Track,OPEN,Track - historic,50.6778109264121,233fb56d-cf42-43ad-a520-056a6640abb0
1884,1,100081519,Umukarikari 2 Urchin Track,OPEN,Tramping Track,5731.99840207716,447e34fe-007b-4f45-bfdf-e573b81eb653
1885,2,100081525,Bluff Hut to Poet Hut Track,OPEN,Tramping Track,3231.30938855629,703e2494-533d-4169-9b16-b7fd7a60ecf0
1886,5,100081527,Newton Creek Hut to Newton Saddle,OPEN,Route,1797.10110355933,3a412ea0-58fc-42c4-ab11-bb54f89cd9a4
